ad_archive_id,advertiser,category,ad_type,image_type,has_text,days_active,human_headline_score,human_image_score,human_fit_score,ai_headline_score,ai_image_score,ai_fit_score,ai_reasoning,ai_model,collected_at
1088711646612455,Datadog Cheatsheets,developer_tools,feed,designed-ad,true,411,,bad,,bad,fair,bad,"Critical mismatch: the headline says 'NVIDIA Monitoring Cheatsheet' and the body discusses GPU temperature/workloads, but the image clearly shows a 'MongoDB CheatSheet' with MongoDB branding, and the landing page URL confirms this is a MongoDB cheatsheet ad. The headline and image belong to completely different ads. The image itself is a reasonably designed ad with text overlay, brand colors, and a preview of the actual cheatsheet document, which would be 'fair' in isolation. The fit score is 'bad' because the three elements — headline, body copy, and image — are not telling the same story at all.",claude-sonnet-4-6,2026-06-14
1109140807404898,Alibaba.com,developer_tools,feed,designed-ad,true,283,,fair,,bad,fair,bad,"The headline is a raw product listing title dumped wholesale into an ad — 'Cheap Kids Reading Furniture Height Adjustable Ergonomic Learn Study Desk Children Table and Chair Set With Storage' reads like an SEO keyword string, not a hook. The image is a clean, well-styled product shot in a children's room setting with the LUMI logo overlaid, making it a designed-ad with text; it's competent but generic catalog work. The fit is severely broken: the image shows a children's study furniture set, the headline is a wholesale product listing, but the body copy is pitching Alibaba's B2B app install — three completely different messages that share no coherent story.",claude-sonnet-4-6,2026-06-14
1114808620814003,Moasure,developer_tools,feed,product-only,true,6,good,good,good,good,good,good,"The headline 'Measure. Draw. Calculate. In One Walk.' is punchy, specific, and action-driven — it communicates the core value proposition in a memorable rhythm that would stop a relevant professional mid-scroll. The image shows both the physical Moasure 2 device and the app interface displaying an actual floor plan with real measurements, which is unusually informative for a product shot and directly substantiates the headline's claims. Fit is tight: the body copy's technical specificity (area, perimeter, elevation, volume; no GPS/signal/line-of-sight) aligns perfectly with the image showing a complex measured layout, and the product branding 'moasure 2' is clearly readable on the device, qualifying as hasText true despite being product-only in composition.",claude-sonnet-4-6,2026-04-15
1129444442274981,Datadog Cheatsheets,developer_tools,feed,designed-ad,true,381,,bad,,bad,fair,fair,"The headline 'Datadog Cheatsheet' is purely descriptive and generic — it does zero persuasive work for a scrolling developer. The image shows an actual Datadog dashboard screenshot with visible data and labels, which is relevant and credible for a dev-tools audience but reads more like a product walkthrough than a designed ad composition. The body copy is specific and useful (network talkers, DNS issues, TLS vulnerabilities), but the headline fails to carry any of that specificity, creating a loose alignment between the punchy body and the flat headline.",claude-sonnet-4-6,2026-06-14
1129953151446944,Datadog Cheatsheets,developer_tools,feed,designed-ad,true,739,,fair,,bad,good,good,"The headline 'K8s Cheatsheet' is extremely minimal and does no persuasive work — it's a label, not a hook, missing any value proposition or reason to click. The image is well-designed: dark purple gradient background, clean typography baked in with 'CHEATSHEET' label and the full descriptive title, plus the recognizable Kubernetes helm-wheel icon on a blue 3D card — visually coherent and brand-appropriate for a DevOps/monitoring tool. Fit is strong overall because the image carries the messaging weight the headline abandons, and the Kubernetes branding, Datadog's color palette, and cheatsheet format all align tightly with the developer tools category.",claude-sonnet-4-6,2026-06-14
1148645030631069,Datadog Cheatsheets,developer_tools,feed,designed-ad,true,312,,fair,,fair,good,good,"The headline 'K8s Cheatsheet' is functional but minimal — it speaks the right language for developers but does no persuasive work on its own. The image is well-composed: dark branded background, bold white typography baked in ('Scaling and Rightsizing Kubernetes / <10 Mins Read'), and a laptop showing the actual Datadog UI, which grounds it in real product context. Fit is strong — the image's overlaid copy, Datadog branding, and DevOps-specific framing ('Quick Start Guide', Kubernetes terminology) all align with the advertised cheatsheet, making the ad feel cohesive and category-appropriate.",claude-sonnet-4-6,2026-06-14
1175788467893593,Cloudflare,developer_tools,feed,designed-ad,true,56,,fair,,fair,good,good,"The headline is functional but reads like a press release announcement rather than a compelling hook — it names the report but doesn't surface a specific insight or pain point to create urgency. The image is well-executed: Cloudflare's signature orange brand color dominates, the silhouetted SOC operators in front of multiple screens reinforce the 'resilience at scale' theme authentically, and the logo/CTA are cleanly placed. Fit is strong — the visual, copy, and CTA all tell a coherent story about enterprise security intelligence, and the baked-in headline text plus 'Download Report' button make the imageType clearly a designed-ad with hasText:true.",claude-sonnet-4-6,2026-06-14
1190082856174013,Datadog Cheatsheets,developer_tools,feed,designed-ad,true,423,,bad,,fair,good,good,"The headline 'K8s Cheatsheet' is functional but minimal — it communicates the offer clearly to a technical audience but does no emotional or urgency work on its own. The image is clean and well-executed: a gradient blue background with the Kubernetes helm icon, plus baked-in text ('Cheatsheet', 'Kubernetes Monitoring Guide', '<10 Mins Read') that actually does more headline work than the ad headline itself, making it a strong designed-ad asset. Fit is tight — the Kubernetes icon, Datadog brand aesthetic, and developer-focused copy all tell one coherent story aimed squarely at the DevOps/SRE audience.",claude-sonnet-4-6,2026-06-14
1201441681871399,SentryWorld,developer_tools,feed,designed-ad,true,74,,bad,,bad,fair,fair,"The headline is generic and directive with no emotional hook — 'Finish booking your wedding' and 'Contact us today' are weak CTAs that don't differentiate SentryWorld or create urgency. The image is a collage of wedding venue lifestyle shots (bride, venue exterior, groomsmen walking) with body copy overlaid as baked-in text, making it a designed-ad composition with hasText:true. The category label 'Developer tools' is clearly a mismatch — this is a wedding venue ad — but judging the ad itself, the image and copy tell a loosely coherent story about booking a wedding venue, though the overall execution feels functional rather than aspirational for the category.",claude-sonnet-4-6,2026-06-14
1205049974871017,Alibaba.com,developer_tools,feed,designed-ad,true,186,,fair,,bad,fair,bad,"The headline is a raw product catalog dump — a long, keyword-stuffed string that reads like a SEO title, not a hook; it would mean nothing to a scrolling user. The image is a product specification shot with dimension annotations and a caliper inset showing thickness, which is functional for B2B sourcing but not compelling as ad creative. The fit is poor on multiple levels: the ad is categorized as 'Developer tools,' the image shows EVA foam boat decking panels, the body copy promotes the Alibaba app generically, and the headline pushes a completely different product — these three elements tell three different stories.",claude-sonnet-4-6,2026-06-14
1212602127406523,Cloudflare,developer_tools,feed,designed-ad,true,60,,bad,,good,good,good,"The headline is specific and punchy — 'The End of the Obvious Phish' reframes the threat in a memorable way that speaks directly to security-aware buyers. The image is a well-composed designed ad with Cloudflare's brand orange, a product/article mockup showing 'Detecting ChatGPT Phishing,' a CTA badge, and a small team scene — all deliberate design elements with multiple text overlays baked in. Copy, headline, and image all tell the same coherent story about AI phishing threats, and the Cloudflare branding is consistent throughout, making fit tight for an enterprise security/developer tools category.",claude-sonnet-4-6,2026-06-14
1217871287040415,Chris Miller,developer_tools,feed,designed-ad,true,76,,bad,,fair,fair,bad,"The headline is intriguing and specific — 'It Wasn't the Beetroot. It Was the Dose.' creates curiosity and speaks to a real frustration — but it's more health/supplement territory than developer tools. The image shows a hand holding Lisinopril (a prescription blood pressure medication) in a park, which is a lifestyle shot and counts as designed-ad context; the packaging text 'Lisinopril Tablets 20mg' is clearly readable making hasText true. The fit is bad on two levels: the category is listed as 'developer tools' yet the entire ad is about blood pressure supplements, and the image shows a prescription drug (Lisinopril) rather than beetroot or any supplement, creating a jarring mismatch with the copy's narrative.",claude-sonnet-4-6,2026-06-06
1226516256280680,Datadog Cheatsheets,developer_tools,feed,designed-ad,true,122,,fair,,fair,good,good,"The headline 'GKE Cheatsheet' is functional but minimal — it names the asset without adding any hook or value prop beyond what the body copy already says. The image is well-composed with a teal-to-purple gradient background, the actual cheatsheet document shown in detail, brand mascot and logo, and a clear CTA button — this does real design work for a lead-gen asset ad. Fit is tight: the image headline baked in ('Cheatsheet: GKE Monitoring') reinforces the offer, the body copy aligns with the visual, and the overall execution feels coherent and appropriate for a developer tools / monitoring SaaS brand like Datadog.",claude-sonnet-4-6,2026-06-14
1230289228910885,Cloudflare,developer_tools,feed,designed-ad,true,57,,fair,,fair,good,good,"The headline is functional but generic — 'practical strategies' is a common content-marketing phrase that doesn't differentiate Cloudflare's angle. The image is strong: bold Cloudflare orange branding, clean typographic hierarchy with '3 strategies to secure, scale, and build with AI' baked in, an ebook mockup, and a clear CTA button — all cohesive and on-brand. Fit is tight: the designed-ad composition, the ebook artifact, the security/scale messaging, and the Cloudflare logo all reinforce a single enterprise AI security narrative consistent with the developer/infra category. hasText is true due to the prominent headline overlay and ebook cover text visible in the image.",claude-sonnet-4-6,2026-06-14
1233133055396801,Datadog,developer_tools,feed,designed-ad,true,16,,bad,,fair,good,good,"The headline 'AWS Observability with Datadog' is functional but generic — 'observability' is category jargon that won't stop a scroll, though it signals relevance to the right audience. The image is well-executed: a teal branded background with a bold, specific value proposition ('Monitor, secure, and manage costs for your AWS environment') baked in as text overlay, plus a mockup of the actual solution brief, which builds credibility and sets content expectations. Fit is strong — the image's copy, Datadog branding, AWS logos, and the solution brief mockup all cohesively reinforce the developer-tools/cloud-monitoring category, making the ad feel coherent and professionally targeted.",claude-sonnet-4-6,2026-06-14
1243698441017428,Datadog Cheatsheets,developer_tools,feed,designed-ad,true,124,,fair,,fair,good,good,"The headline is functional but minimal — 'Cheatsheet: Snowflake' tells you what it is but does no persuasive work beyond category signaling. The image is strong for a B2B/DevTools ad: it shows an actual preview of the cheatsheet document with visible metrics, charts, and data tables, giving the audience a concrete taste of what they're getting. Fit is tight — the image, headline, and body all reinforce the same offer (a Snowflake monitoring metrics cheatsheet), and the gradient background with geometric accents is on-brand for Datadog's visual identity. hasText is true due to the large baked-in headline overlay and the visible cheatsheet document text.",claude-sonnet-4-6,2026-06-14
1244011067703139,Alibaba.com,developer_tools,feed,designed-ad,true,106,,fair,,bad,fair,bad,"The headline 'Xr Studio P3.4 Full Color' is a product SKU, not a hook — it means nothing to a scrolling user and does zero persuasive work. The image shows both the front and back of an LED display panel with a lifestyle inset (concert crowd), which is technically informative for B2B buyers but not distinctive; the iDISPLAY logo wordmark constitutes baked-in text making hasText true. The category is listed as 'Developer tools' but this is clearly commercial AV/display hardware on Alibaba's B2B marketplace — the category mismatch tanks fit, and the generic Alibaba body copy adds no specificity.",claude-sonnet-4-6,2026-06-14
1249911773973208,Josh Green,developer_tools,feed,product-only,false,14,,fair,,good,fair,bad,"The headline is specific and concrete — it names the exact product, hours, condition, and seasonal urgency, which does real work for a buyer in this niche. The image is a straightforward product shot of the drone on a parking lot with snow in the background — functional but not staged or polished. The critical problem is category fit: this ad is classified as 'Developer tools' but it's plainly a used agricultural drone listing on Facebook Marketplace — a completely wrong category assignment that tanks the fit score regardless of internal coherence.",claude-sonnet-4-6,2026-04-15
1250987999625556,Datadog Cheatsheets,developer_tools,feed,designed-ad,true,310,,fair,,fair,good,good,"The headline 'OpenAI Monitoring' is functional but thin — it labels the category without creating urgency or differentiation. The image is strong: it uses Datadog's brand teal with a bold typographic overlay ('Datadog + OpenAI Monitoring Guide'), a cheatsheet label, and a preview of the actual document, which is compelling for a developer audience and signals concrete value. Fit is tight — the image, body copy, and landing page all point to the same specific resource (the cheatsheet), and the developer/monitoring context is coherent throughout. hasText is true due to the prominent headline overlay and 'Cheatsheet' label baked into the image.",claude-sonnet-4-6,2026-06-14
1253085756900198,Cloudflare,developer_tools,feed,designed-ad,true,18,,good,,good,good,good,"The headline 'The path to VPN replacement' is specific and speaks directly to a real pain point for IT/security decision-makers, making it a genuine scroll-stopper in its category. The image is well-executed — Cloudflare's brand orange dominates, the security shield graphic is topically relevant, and the 'WHITEPAPER' label plus CTA button are cleanly integrated. The entire ad tells one coherent story: a B2B security whitepaper about replacing VPNs with ZTNA, and the image, headline, and body copy all reinforce that single message.",claude-sonnet-4-6,2026-06-14
1255220812928664,Midea Heating & Cooling North America,developer_tools,feed,designed-ad,true,8,,good,,bad,fair,fair,"The headline is generic corporate naming with no hook, benefit, or emotional pull — just a brand name and category label. The image is a clever 'Reality vs. LinkedIn' comparison format that shows the same product (EVOX G3 air handler) with contrasting copy — simple vs. verbose — which is mildly engaging and on-brand for B2B HVAC. However, the category is listed as 'Developer tools' which is completely mismatched; this is clearly an HVAC/home comfort product, tanking the fit score. The image contains multiple rendered text elements including 'EVOX G3,' 'Reality,' the LinkedIn logo label, product descriptions, and the Midea logo — clearly hasText:true.",claude-sonnet-4-6,2026-04-15
1256707709210782,Nikkiey Stott,developer_tools,feed,designed-ad,true,85,,bad,,good,good,good,"The headline 'Ladies eating 1200 calories or less. Read this' is highly specific, emotionally resonant, and targets a real pain point — it earns a stop-scroll. The image is a well-composed product bundle spread showing digital guides, a laptop, tablet, and phone all branded in hot pink with clear price anchoring ($97 crossed out to $27), plus a bold baked-in headline overlay — clearly designed-ad with significant text. Fit is strong: the body copy, headline, and image all tell one coherent story about a women's fitness/nutrition program, though the category tag 'Developer tools' is clearly wrong — this is health/wellness D2C, and the ad itself holds together tightly regardless.",claude-sonnet-4-6,2026-06-06
1259392426310789,Cloudflare,developer_tools,feed,designed-ad,true,57,,bad,,fair,good,good,"The headline 'Accelerate AI Adoption confidently' is functional but generic — the image's baked-in headline 'CxO guide to accelerate AI adoption while managing risk' is actually stronger and more specific, targeting a clear executive audience. The image is well-designed with Cloudflare's signature orange branding, a shield graphic combining AI brain iconography with user avatars — visually coherent and on-brand for a security/infrastructure company. Fit is strong: the security-meets-AI visual, CxO targeting, and risk management messaging all align tightly with Cloudflare's developer/enterprise security category, and the 'Download guide' CTA is clear. hasText is true due to the prominent headline overlay and CTA button baked into the image.",claude-sonnet-4-6,2026-06-14
1260163879346649,SentryWorld,developer_tools,feed,designed-ad,true,117,,bad,,fair,good,good,"The headline is functional but generic for a hotel retargeting ad — 'book today' is a standard CTA with no differentiation. The image is genuinely attractive, showing a well-maintained lodge property with lush greenery and warm lighting that conveys the upscale Wisconsin resort feel effectively. Fit is solid — the body copy text is baked into the image itself, the property photo aligns with the lodging message, and the retargeting context ('finish booking') ties the whole ad together coherently. hasText is true because the body copy is rendered directly over the image as an overlay.",claude-sonnet-4-6,2026-06-14
1261256492330340,Cloudflare,developer_tools,feed,designed-ad,true,60,,fair,,fair,good,good,"The headline 'The path to VPN replacement' is functional and clear for a B2B security audience but lacks urgency or specificity — it reads more like a document title than a scroll-stopping hook. The image is well-executed: Cloudflare's signature orange gradient, branded security shield illustration, and clean typographic hierarchy make it feel polished and on-brand for enterprise network security. Fit is strong — the whitepaper label, download CTA, security iconography, and copy all tell a coherent story about replacing VPNs with ZTNA, which aligns well with Cloudflare's Zero Trust positioning.",claude-sonnet-4-6,2026-06-14
1261371892106972,Nikkiey Stott,developer_tools,feed,designed-ad,true,74,,bad,,good,good,bad,"The headline 'Ladies eating 1200 calories or less. Read this' is direct, specific, and speaks to a real pain point — it earns a stop. The image is a well-composed designed ad with large bold text overlay ('Build Muscle Without Counting Every Calorie'), a price badge ($97 crossed out to $27), a CTA button, and a fit woman in a gym — strong visual execution for a fitness product. However, the fit score tanks because the category is listed as 'Developer tools,' which is completely mismatched — this is a women's fitness/nutrition program, making the category assignment incoherent and the fit score bad by definition.",claude-sonnet-4-6,2026-06-06
1262121582658243,Boost AI:Fix & Build Credit Score,developer_tools,feed,designed-ad,true,37,,good,,good,good,good,"The headline 'Still fixing credit errors yourself?' is a sharp, conversational question that directly challenges the reader's behavior and creates immediate relevance for the target audience. The image is a well-composed designed ad featuring a realistic app mockup on an iPhone showing credit scores from all three bureaus plus an AI recommendation panel — this is specific, credible, and product-forward. The text overlay includes the brand name and headline baked into the image, and the copy, visual, and product all tell one coherent story about AI-powered credit repair, making the fit tight and category-appropriate.",claude-sonnet-4-6,2026-06-14
1263250002352577,Datadog Cheatsheets,developer_tools,feed,designed-ad,true,124,,good,,fair,good,good,"The headline is functional and clear but redundant — it just restates 'cheatsheet' twice without adding a compelling hook or benefit. The image is visually striking with a bold blue-to-purple gradient, 3D isometric AWS Lambda logo treatment, and strong brand-coherent design that would stop a developer scrolling. Fit is tight: the designed ad clearly signals 'AWS Lambda resource,' the body copy delivers the value prop, and the visual language matches the technical/developer-tools category well.",claude-sonnet-4-6,2026-06-14
1267564622034269,Dailydoseofds,developer_tools,feed,designed-ad,true,19,,fair,,bad,good,fair,"The headline 'Master AI for FREE!' is generic hype with no specificity — it could apply to thousands of newsletters or courses and gives no reason to stop scrolling. The image is genuinely strong: a well-designed, information-dense comparison chart of Claude vs Claude Code vs Cowork that would attract developers and data scientists, with clear structure, icons, and deliberate color coding. The fit is loose — the image is about a specific, detailed AI tooling breakdown while the headline and body are generic newsletter acquisition copy, creating a mismatch where the image promises depth that the ad copy doesn't match.",claude-sonnet-4-6,2026-06-14
1267733094703568,Nikkiey Stott,developer_tools,feed,designed-ad,true,21,fair,good,fair,good,good,good,"The headline 'Ladies eating 1200 calories or less. Read this' is specific, targets a precise pain point, and creates genuine pattern-interrupt curiosity for the audience. The image is a well-composed designed ad with bold typography ('BUILD MUSCLE', 'EAT CARBS. SEE ABS.'), a price-drop badge ($97 crossed out, $27 today), and a strong lifestyle photo of a muscular woman doing pull-ups — all coherent and visually arresting. Fit is tight: the body copy, headline, and image all reinforce the same macro/nutrition method message targeting women who are under-eating and over-training, though the category label 'Developer tools' is clearly wrong — this is a fitness/nutrition program.",claude-sonnet-4-6,2026-04-15
1268349438345766,"Hubei Petrokh Machine Manufacturing Co.,  Ltd",developer_tools,feed,designed-ad,true,32,,bad,,fair,good,good,"The headline 'Factory Direct Pumping Units for Oilfield Projects' is functional and specific to the industrial category but unremarkable — 'Factory Direct' is a common commodity signal. The image is a well-composed designed ad with branded product photography (Twin and Single Pumping Units), overlaid text labels, certification badges, feature bullet points, and the PETROKH logo — clearly purpose-built for B2B industrial marketing. Fit is strong: the headline, body copy, and image all consistently communicate high-pressure oilfield equipment with technical credibility, though the 'Developer tools' category classification is clearly a mismatch for what is obviously industrial/oilfield equipment.",claude-sonnet-4-6,2026-06-06
1270945384603176,Datadog Cheatsheets,developer_tools,feed,designed-ad,true,380,,fair,,bad,fair,fair,"The headline 'Datadog Cheatsheet' is purely generic — it names the brand and format but offers zero hook or specificity about value. The image is a clean gradient-background designed card with baked-in text ('Cloud Network Monitoring Guide', 'CHEATSHEET', 'Quick Read') and a simple chart icon, which is on-brand and professional for a B2B/developer tools context. Fit is loose but passable — the body copy is specific (network talkers, DNS issues, TLS vulnerabilities) while the image and headline stay high-level, creating a mismatch in specificity that weakens the overall coherence.",claude-sonnet-4-6,2026-06-14
1275631771330782,Bubble,developer_tools,feed,designed-ad,true,81,,fair,,good,good,good,"The headline 'Build without the paywall' is sharp and emotionally resonant for a bootstrapped founder who's been burned by credit-based pricing — it does real work. The image is a well-designed comparison card that directly dramatizes the pain point (credit systems, token fees, surprise bills vs. Bubble's flat $32/month), making it highly persuasive and category-appropriate for a no-code/dev tools SaaS. Fit is tight: headline, body copy, and image all tell one coherent story about transparent pricing versus predatory competitors, and the 'Bootstrapped Founder?' framing in the image reinforces the audience targeting perfectly.",claude-sonnet-4-6,2026-06-06
1280283360623406,Alibaba.com,developer_tools,feed,designed-ad,true,106,,bad,,bad,fair,bad,"The headline is a keyword-stuffed product listing title with no hook, emotion, or coherent message — it reads like SEO metadata, not ad copy. The image is a 3D-rendered visualization of a car workshop lighting setup with the 'Gneng' brand logo and Chinese text visible in the background, making it a designed-ad with baked-in text. The fit is poor on two levels: the ad is miscategorized as 'developer tools' when it's clearly a B2B industrial lighting product, and the body copy ('World's Leading B2B Marketplace') doesn't connect meaningfully to either the visual or the headline.",claude-sonnet-4-6,2026-06-14
1281116227492759,LockedIn AI,developer_tools,feed,designed-ad,true,50,,bad,,fair,good,good,"The headline 'Coding Help, Right When You Need It' is functional but softer than the bolder image headline 'Get Real-Time Coding Answers For Your Next Interview' — it undersells the urgency. The image is well-composed: a branded gradient background, a laptop showing the actual product UI with Python code visible, and a strong baked-in headline that does more work than the ad copy headline. Fit is strong overall — the product UI screenshot, the interview-specific messaging, and the dev-tools category all align cohesively, even though the ad copy headline and image headline tell slightly different stories.",claude-sonnet-4-6,2026-06-06
1285741186529438,Amazon Web Services,developer_tools,feed,designed-ad,true,34,,good,,fair,fair,fair,"The headline 'Build agents your way' is functional but generic — 'your way' is a well-worn phrase that adds little specificity for a developer audience evaluating AI agent frameworks. The cheetah visual is a polished AI-generated image meant to convey speed and agility, but it's a metaphorical abstraction that feels more like a brand campaign than a developer tool ad — it doesn't communicate the technical value prop. The overall composition is clean and on-brand for AWS, but the image-to-copy connection relies entirely on the speed metaphor without reinforcing any concrete feature or workflow benefit, making the fit loose. The image contains baked-in text ('Build agents your way', 'Learn more →', and the AWS wordmark), confirming hasText true.",claude-sonnet-4-6,2026-06-14
1287893423250469,Datadog Cheatsheets,developer_tools,feed,designed-ad,true,123,,fair,,bad,good,fair,"The headline says 'AWS Lambda Cheatsheet' but the entire ad — image, body copy, and landing page — is about SageMaker monitoring, creating a jarring mismatch that undermines trust. The image is well-executed: a clean gradient background with the Datadog and AWS logos, a legible cheatsheet preview, and a clear CTA button — all coherent design elements that make it feel professional and on-brand for a developer tools audience. Fit suffers primarily because the headline contradicts everything else, though the image and body copy are tightly aligned with each other.",claude-sonnet-4-6,2026-06-14
1288504820100577,Amazon Web Services,developer_tools,feed,designed-ad,true,34,,good,,fair,good,good,"The headline 'Agentic AI trusted to deliver' (as baked into the image) is functional but vague — 'trusted to deliver' is a soft claim that lacks specificity about what makes AWS's agentic AI trustworthy. The image is distinctive: a running cheetah on a warm-toned background within a rounded card, cleanly set against a lavender AWS-branded background with the logo and CTA — it's a deliberate, polished composition that communicates speed and reliability without being cliché. The fit is solid overall — the speed/trust metaphor connects reasonably to the agentic AI positioning, the AWS brand colors and logo anchor it clearly, and the designed layout reads as a coherent enterprise tech ad rather than generic stock imagery.",claude-sonnet-4-6,2026-06-14
1293229565687923,Amazon Web Services,developer_tools,feed,designed-ad,true,27,,fair,,fair,good,good,"The headline 'AWS Summit NYC' is functional but minimal — it names the event without conveying urgency or a hook to stop the scroll; the body does more heavy lifting with specifics like the date and free registration. The image is a clean, brand-coherent dark-themed event graphic with AWS's signature pixel/grid motif, date, and venue details baked in — it looks polished and professional, matching the scale of a major cloud conference. Copy and image tell a unified story — both emphasize the event details, location, and AWS branding, with tight alignment between the designed visual and the body copy's call to register.",claude-sonnet-4-6,2026-06-14
